pb_acc	gene
ENSMUST00000148757.8	Cdk16
ENSMUST00000148826.8	AW822252
ENSMUST00000148841.2	Otud5
ENSMUST00000148846.8	Med12
ENSMUST00000148862.2	ENSMUSG00000121322
ENSMUST00000148882.2	Dnase1l1
ENSMUST00000148938.2	Mcts1
ENSMUST00000148949.8	Ctps2
ENSMUST00000148968.8	Tmem29
ENSMUST00000149021.3	Usp9x
ENSMUST00000149054.8	Bclaf3
ENSMUST00000149055.8	Tafazzin
ENSMUST00000149058.8	Zfp280c
ENSMUST00000149063.2	Ftsj1
ENSMUST00000149082.8	Yipf6
ENSMUST00000149098.8	Kantr
ENSMUST00000149124.2	Flicr
ENSMUST00000149130.2	Renbp
ENSMUST00000149135.2	Arhgap4
ENSMUST00000149140.8	Wnk3
ENSMUST00000149154.8	Pcdh19
ENSMUST00000149171.8	Rpl10
ENSMUST00000149206.2	Gm14866
ENSMUST00000149218.8	Fam3a
ENSMUST00000149249.2	Mbtps2
ENSMUST00000149257.2	Wdr13
ENSMUST00000149258.2	Mid1
ENSMUST00000149260.8	Htr2c
ENSMUST00000149274.9	Taf1
ENSMUST00000149312.2	Fam50a
ENSMUST00000149315.2	Rab9
ENSMUST00000149323.8	Mtmr1
ENSMUST00000149330.8	Alg13
ENSMUST00000149331.2	Fndc3c1
ENSMUST00000149344.8	Huwe1
ENSMUST00000149391.8	Gdi1
ENSMUST00000149416.2	Zdhhc9
ENSMUST00000149427.8	Alg13
ENSMUST00000149433.2	Dmd
ENSMUST00000149438.2	Gm14820
ENSMUST00000149445.2	Cldn34c1
ENSMUST00000149478.8	Plxnb3
ENSMUST00000149483.2	Wdr44
ENSMUST00000149495.2	Ebp
ENSMUST00000149500.2	Gm14950
ENSMUST00000149507.2	Tlr7
ENSMUST00000149514.8	Nbdy
ENSMUST00000149525.8	Ikbkg
ENSMUST00000149545.8	AU015836
ENSMUST00000149567.2	Gm15254
ENSMUST00000149591.2	Naa10
ENSMUST00000149595.8	Gprasp1
ENSMUST00000149639.2	Ddx3x
ENSMUST00000149658.2	Cstf2
ENSMUST00000149685.8	Tspyl2
ENSMUST00000149761.2	8030474K03Rik
ENSMUST00000149774.2	Arhgap4
ENSMUST00000149795.8	Syp
ENSMUST00000149809.8	Irak1
ENSMUST00000149811.3	Alg13
ENSMUST00000149857.3	Rpl36a
ENSMUST00000149863.3	Cmc4
ENSMUST00000149871.8	Irak1
ENSMUST00000149873.2	Gm15246
ENSMUST00000149888.2	Gm14747
ENSMUST00000149902.2	Armcx2
ENSMUST00000149939.2	Rps6ka3
ENSMUST00000149960.2	Usp11
ENSMUST00000149982.2	Tspan7
ENSMUST00000149985.8	Msn
ENSMUST00000149994.2	Gm2309
ENSMUST00000149999.8	Stard8
ENSMUST00000150003.2	Gm14974
ENSMUST00000150014.2	Mbnl3
ENSMUST00000150020.2	Huwe1
ENSMUST00000150046.2	Sat1
ENSMUST00000150052.2	Tmem47
ENSMUST00000150080.2	Txlng
ENSMUST00000150095.8	Suv39h1
ENSMUST00000150123.8	Zc3h12b
ENSMUST00000150161.8	Ogt
ENSMUST00000150170.2	Rs1
ENSMUST00000150190.2	Araf
ENSMUST00000150221.2	Slc25a14
ENSMUST00000150241.2	Renbp
ENSMUST00000150245.8	Btk
ENSMUST00000150413.2	Fgf13
ENSMUST00000150426.8	Huwe1
ENSMUST00000150433.8	Sh3kbp1
ENSMUST00000150434.8	Brwd3
ENSMUST00000150443.8	Thoc2
ENSMUST00000150465.2	Armcx6
ENSMUST00000150494.2	P2ry10
ENSMUST00000150501.2	Zfp280c
ENSMUST00000150541.2	Timm17b
ENSMUST00000150554.2	Flna
ENSMUST00000150558.2	Foxo4
ENSMUST00000150572.8	Syp
ENSMUST00000150604.8	5330434G04Rik
ENSMUST00000150635.8	Xiap
ENSMUST00000150644.8	Otud5
ENSMUST00000150671.3	2010204K13Rik
ENSMUST00000150690.2	Gm15239
ENSMUST00000150719.8	Uxt
ENSMUST00000150783.8	Pfkfb1
ENSMUST00000150787.8	Ppp1r3f
ENSMUST00000150797.2	Gprasp2
ENSMUST00000150801.2	Gm14636
ENSMUST00000150814.2	Armcx2
ENSMUST00000150873.2	Steep1
ENSMUST00000150882.2	Huwe1
ENSMUST00000150900.8	Nxf7
ENSMUST00000150914.8	Atrx
ENSMUST00000150999.8	Klhl15
ENSMUST00000151020.8	Dlg3
ENSMUST00000151033.2	Fhl1
ENSMUST00000151048.2	Gm4725
ENSMUST00000151067.8	Tmem29
ENSMUST00000151099.3	Mir503hg
ENSMUST00000151101.2	Gm15243
ENSMUST00000151112.2	Gm14634
ENSMUST00000151128.8	Arhgap36
ENSMUST00000151154.2	Capn6
ENSMUST00000151166.2	2810403D21Rik
ENSMUST00000151200.8	Hsd17b10
ENSMUST00000151208.2	Cacna1f
ENSMUST00000151231.10	8030474K03Rik
ENSMUST00000151252.2	Zmat1
ENSMUST00000151262.2	Gm15259
ENSMUST00000151267.2	4933407K13Rik
ENSMUST00000151327.8	Dkc1
ENSMUST00000151353.8	Yipf6
ENSMUST00000151387.2	Rhox3c
ENSMUST00000151403.9	Tro
ENSMUST00000151415.8	Mtm1
ENSMUST00000151416.2	Ppp4r3c-ps
ENSMUST00000151424.2	Ctps2
ENSMUST00000151426.2	1600025M17Rik
ENSMUST00000151430.8	Thoc2
ENSMUST00000151454.2	Thoc2
ENSMUST00000151459.2	Col4a6
ENSMUST00000151528.8	Nlgn3
ENSMUST00000151548.2	Pdzd11
ENSMUST00000151572.3	Gdpd2
ENSMUST00000151575.8	Drr1
ENSMUST00000151592.8	Tceal5
ENSMUST00000151600.8	Arhgap4
ENSMUST00000151662.2	Aff2
ENSMUST00000151687.8	Gm2117
ENSMUST00000151689.9	Magt1
ENSMUST00000151702.8	Rpl10
ENSMUST00000151722.8	Mid1
ENSMUST00000151730.2	Lrch2
ENSMUST00000151745.2	Fndc3c1
ENSMUST00000151750.2	Efnb1
ENSMUST00000151768.2	Arhgef6
ENSMUST00000151772.2	F8
ENSMUST00000151778.2	Gm15138
ENSMUST00000151802.2	Thoc2
ENSMUST00000151819.8	Gpr143
ENSMUST00000151845.8	Slc9a7
ENSMUST00000151911.9	Piga
ENSMUST00000151914.2	Tmem164
ENSMUST00000151916.8	Hdac6
ENSMUST00000151922.2	Slc7a3
ENSMUST00000151938.8	Brcc3
ENSMUST00000151941.2	Phf8
ENSMUST00000151942.2	Gm4750
ENSMUST00000151972.7	Zfp711
ENSMUST00000151989.2	Bhlhb9
ENSMUST00000151996.2	Magea9
ENSMUST00000152025.2	Gm14809
ENSMUST00000152048.2	Tsc22d3
ENSMUST00000152079.2	Gm14929
ENSMUST00000152089.2	2810403D21Rik
ENSMUST00000152109.3	Mir503hg
ENSMUST00000152150.8	Morf4l2
ENSMUST00000152163.8	Mid1
ENSMUST00000152181.2	Las1l
ENSMUST00000152200.2	Cetn2
ENSMUST00000152209.2	Pnma5
ENSMUST00000152221.2	Gk
ENSMUST00000152228.3	Brcc3
ENSMUST00000152235.8	Uba1
ENSMUST00000152248.2	Gemin8
ENSMUST00000152262.2	Gm4750
ENSMUST00000152266.2	Rpl36a
ENSMUST00000152288.2	Emd
ENSMUST00000152291.3	Septin6
ENSMUST00000152317.8	Plxna3
ENSMUST00000152332.8	Apex2
ENSMUST00000152343.8	Tex16
ENSMUST00000152352.2	4930515L19Rik
ENSMUST00000152358.8	Cask
ENSMUST00000152376.2	Plxna3
ENSMUST00000152379.2	BC065397
ENSMUST00000152394.2	Gm5755
ENSMUST00000152398.2	Cox7b
ENSMUST00000152421.2	Gm7076
ENSMUST00000152426.2	Sh3kbp1
ENSMUST00000152457.2	Serpina7
ENSMUST00000152463.8	Sat1
ENSMUST00000152624.2	Utp14a
ENSMUST00000152648.2	Gm15063
ENSMUST00000152669.2	Gm14661
ENSMUST00000152691.2	Gm15482
ENSMUST00000152730.4	Rhox13
ENSMUST00000152739.2	Rps4x
ENSMUST00000152743.8	Mospd1
ENSMUST00000152746.2	Shroom2
ENSMUST00000152757.8	Huwe1
ENSMUST00000152793.2	Gm14707
ENSMUST00000152810.2	Mtm1
ENSMUST00000152826.3	Mbtps2
ENSMUST00000152838.8	Lrch2
ENSMUST00000152880.2	Tab3
ENSMUST00000152899.2	Otud5
ENSMUST00000152906.2	Nkap
ENSMUST00000152916.2	Tsix
ENSMUST00000152921.2	Thoc2
ENSMUST00000152955.8	Araf
ENSMUST00000153013.8	Gm14820
ENSMUST00000153024.2	Gla
ENSMUST00000153047.8	Slc25a14
ENSMUST00000153141.2	Gdi1
ENSMUST00000153212.8	2810403D21Rik
ENSMUST00000153221.8	Pfkfb1
ENSMUST00000153318.8	Mpp1
ENSMUST00000153345.2	Klhl13
ENSMUST00000153356.2	Iqsec2
ENSMUST00000153386.8	Maged1
ENSMUST00000153401.2	Fhl1
ENSMUST00000153417.2	Chm
ENSMUST00000153424.8	Drp2
ENSMUST00000153459.2	Tafazzin
ENSMUST00000153493.8	Gm2165
ENSMUST00000153548.9	Smarca1
ENSMUST00000153587.2	Smarca1
ENSMUST00000153610.8	3632454L22Rik
ENSMUST00000153611.2	Ddx3x
ENSMUST00000153620.3	Slc35a2
ENSMUST00000153687.8	Huwe1
ENSMUST00000153701.2	Gm15230
ENSMUST00000153740.2	Gabre
ENSMUST00000153742.3	Atg4a
ENSMUST00000153780.2	Tceal3
ENSMUST00000153784.8	Adgrg4
ENSMUST00000153788.2	Hdac6
ENSMUST00000153801.2	Gm15258
ENSMUST00000153839.2	Wdr13
ENSMUST00000153844.8	Dkc1
ENSMUST00000153851.8	Ddx3x
ENSMUST00000153883.4	Xist
ENSMUST00000153890.2	Gm5637
ENSMUST00000153900.8	Klhl15
ENSMUST00000153907.2	Phka2
ENSMUST00000153925.8	Ccdc120
ENSMUST00000153929.2	Naa10
ENSMUST00000153946.8	Cldn34c1
ENSMUST00000153948.2	Sh2d1a
ENSMUST00000153979.8	Ogt
ENSMUST00000153994.2	Prickle3
ENSMUST00000154024.2	Hdac8
ENSMUST00000154051.8	Atp11c
ENSMUST00000154054.8	Vma21
ENSMUST00000154056.2	Gm4997
ENSMUST00000154062.8	Plxna3
ENSMUST00000154072.2	B230119M05Rik
ENSMUST00000154085.2	Kantr
ENSMUST00000154091.2	Dynlt3
ENSMUST00000154109.2	Gm14705
ENSMUST00000154142.8	Phka2
ENSMUST00000154172.3	ENSMUSG00000121322
ENSMUST00000154188.2	Gm15202
ENSMUST00000154200.2	Hdac6
ENSMUST00000154244.2	Hdac6
ENSMUST00000154253.8	Wdr45
ENSMUST00000154299.2	Zfp300
ENSMUST00000154310.2	Gm6038
ENSMUST00000154334.9	5530601H04Rik
ENSMUST00000154346.3	2010204K13Rik
ENSMUST00000154378.2	Apool
ENSMUST00000154382.2	Clcn5
ENSMUST00000154385.8	Nup62cl
ENSMUST00000154393.8	Gnl3l
ENSMUST00000154400.8	Tmem185a
ENSMUST00000154413.8	Heph
ENSMUST00000154422.2	Dkc1
ENSMUST00000154424.8	Reps2
ENSMUST00000154433.8	Tenm1
ENSMUST00000154484.8	Slc25a53
ENSMUST00000154488.2	Kis2
ENSMUST00000154503.2	Cybb
ENSMUST00000154528.2	Pfkfb1
ENSMUST00000154552.2	Pqbp1
ENSMUST00000154562.2	Gpkow
ENSMUST00000154573.8	Trappc2
ENSMUST00000154630.2	Atp6ap1
ENSMUST00000154638.9	Hccs
ENSMUST00000154681.2	Mospd2
ENSMUST00000154694.2	Bclaf3
ENSMUST00000154695.8	Porcn
ENSMUST00000154717.2	Pdk3
ENSMUST00000154732.2	Ocrl
ENSMUST00000154752.2	Gm15275
ENSMUST00000154771.8	Arr3
ENSMUST00000154780.10	Pasd1
ENSMUST00000154810.2	G530011O06Rikx
ENSMUST00000154818.8	Adgrg4
ENSMUST00000154827.8	Alg13
ENSMUST00000154833.2	Glra4
ENSMUST00000154864.4	Phf6
ENSMUST00000154866.8	Atrx
ENSMUST00000154872.8	Hdac8
ENSMUST00000154920.2	Ophn1
ENSMUST00000154923.2	Amelx
ENSMUST00000154936.8	Dkc1
ENSMUST00000154938.2	Kdm5c
ENSMUST00000154977.2	Ccdc120
ENSMUST00000154993.2	Gm14549
ENSMUST00000155028.2	Rps4x
ENSMUST00000155040.2	Zmym3
ENSMUST00000155043.2	Reps2
ENSMUST00000155090.8	Cacna1f
ENSMUST00000155096.2	Plxnb3
ENSMUST00000155136.2	3632454L22Rik
ENSMUST00000155161.2	Kdm6a
ENSMUST00000155201.2	Nrk
ENSMUST00000155206.8	Trpc5os
ENSMUST00000155207.8	Morf4l2
ENSMUST00000155208.3	4930453H23Rik
ENSMUST00000155215.8	Pak3
ENSMUST00000155223.7	Pcdh11x
ENSMUST00000155231.2	Bgn
ENSMUST00000155235.2	Prps1
ENSMUST00000155246.2	L1cam
ENSMUST00000155283.2	Esx1
ENSMUST00000155294.2	Wmp
ENSMUST00000155333.2	Diaph2
ENSMUST00000155337.8	Gm2165
ENSMUST00000155369.2	Thoc2
ENSMUST00000155377.2	Cox7b
ENSMUST00000155445.6	Atrx
ENSMUST00000155477.2	Nhsl2
ENSMUST00000155552.8	Ssr4
ENSMUST00000155593.2	Gm15279
ENSMUST00000155597.2	Renbp
ENSMUST00000155599.2	Rbm3
ENSMUST00000155617.2	Nbdy
ENSMUST00000155622.9	Mir503hg
ENSMUST00000155663.2	Nsdhl
ENSMUST00000155676.8	Ubl4a
ENSMUST00000155713.8	Ogt
ENSMUST00000155734.8	Rpgr
ENSMUST00000155740.2	Tmem29
ENSMUST00000155742.2	Mpp1
ENSMUST00000155770.9	Enox2
ENSMUST00000155792.2	Ogt
ENSMUST00000155793.2	Kdm5c
ENSMUST00000155848.8	Tmem255a
ENSMUST00000155849.2	Piga
ENSMUST00000155863.2	Reps2
ENSMUST00000155882.8	Fhl1
ENSMUST00000155914.2	Wdr45
ENSMUST00000155951.2	Gm5763
ENSMUST00000155963.2	G6pdx
ENSMUST00000155967.3	Slc35a2
ENSMUST00000155989.2	Cask
ENSMUST00000156000.8	Wdr45
ENSMUST00000156028.2	Mbnl3
ENSMUST00000156042.2	Bcorl1
ENSMUST00000156047.2	Cacna1f
ENSMUST00000156072.8	Tafazzin
ENSMUST00000156096.8	Cask
ENSMUST00000156107.2	Dmd
ENSMUST00000156114.2	Kdm5c
ENSMUST00000156121.2	Slitrk4
ENSMUST00000156127.2	Hdac6
ENSMUST00000156131.2	Med12
ENSMUST00000156148.2	Xlr4a
ENSMUST00000156172.3	Map7d2
ENSMUST00000156188.8	Xlr4b
ENSMUST00000156204.2	Hcfc1
ENSMUST00000156210.8	Gm15246
ENSMUST00000156211.8	Ftx
ENSMUST00000156212.8	Tafazzin
ENSMUST00000156233.2	Gnl3l
ENSMUST00000156240.8	Ftx
ENSMUST00000156299.8	Idh3g
ENSMUST00000156307.2	Mtmr1
ENSMUST00000156321.2	Mid1ip1
ENSMUST00000156336.2	Gdpd2
ENSMUST00000156386.2	Kif4
ENSMUST00000156390.8	Gk
ENSMUST00000156427.2	Prrg1
ENSMUST00000156449.8	Pak3
ENSMUST00000156452.8	Mtm1
ENSMUST00000156473.8	Snx12
ENSMUST00000156494.2	Gm14812
ENSMUST00000156526.2	Gm15226
ENSMUST00000156531.2	Pdha1
ENSMUST00000156616.9	Huwe1
ENSMUST00000156634.2	Ophn1
ENSMUST00000156639.2	Rps6ka6
ENSMUST00000156648.8	Rps6ka3
ENSMUST00000156654.2	Xpnpep2
ENSMUST00000156672.2	Slc25a5
ENSMUST00000156697.8	Htr2c
ENSMUST00000156703.2	Bcorl1
ENSMUST00000156707.3	Ikbkg
ENSMUST00000156709.8	Gpr174
ENSMUST00000156721.8	Gria3
ENSMUST00000156730.8	Gm2101
ENSMUST00000156741.8	Pqbp1
ENSMUST00000156744.2	Gm7437
ENSMUST00000156749.2	Xlr4c
ENSMUST00000156756.3	Mtmr1
ENSMUST00000156766.8	Flna
ENSMUST00000156778.8	Cstf2
ENSMUST00000156787.2	Ccdc120
ENSMUST00000156788.2	Tafazzin
ENSMUST00000156795.2	Aifm1
ENSMUST00000156823.2	Gm14715
ENSMUST00000156880.8	Tafazzin
ENSMUST00000156917.8	Ophn1
ENSMUST00000156959.2	Tktl1
ENSMUST00000156974.8	5530601H04Rik
ENSMUST00000156975.2	Mpp1
ENSMUST00000157000.2	Cacna1f
ENSMUST00000157022.2	3010001F23Rik
ENSMUST00000157222.3	Gm25624
ENSMUST00000157532.4	Gm26351
ENSMUST00000157758.4	Gm24687
ENSMUST00000158415.4	Gm26174
ENSMUST00000159231.3	Nox1
ENSMUST00000159259.3	Nox1
ENSMUST00000162833.8	Nox1
ENSMUST00000163233.2	Tmem29
ENSMUST00000163263.2	Gm2012
ENSMUST00000163338.2	Luzp4
ENSMUST00000163344.2	Maob
ENSMUST00000163399.8	8030474K03Rik
ENSMUST00000163450.8	Tro
ENSMUST00000163584.8	Tceal8
ENSMUST00000163718.3	Tesl1
ENSMUST00000163801.2	Foxr2
ENSMUST00000163810.9	Mid1
ENSMUST00000163969.8	Tro
ENSMUST00000164071.2	Tro
ENSMUST00000164101.8	Ikbkg
ENSMUST00000164311.7	Frmd7
ENSMUST00000164449.8	Slc6a8
ENSMUST00000164609.8	Morf4l2
ENSMUST00000164685.8	Cybb
ENSMUST00000164693.8	Hsf3
ENSMUST00000164729.3	H2al1i
ENSMUST00000164764.2	Cldn34a
ENSMUST00000164800.8	Zfp185
ENSMUST00000164940.2	Arr3
ENSMUST00000165080.2	Smim9
ENSMUST00000165192.2	Tro
ENSMUST00000165274.2	Morc4
ENSMUST00000165288.2	Gria3
ENSMUST00000165345.2	Gm17521
ENSMUST00000165359.3	Renbp
ENSMUST00000165760.2	Gm15104
ENSMUST00000165829.4	Rtl9
ENSMUST00000166010.2	Tsr2
ENSMUST00000166200.8	Slc6a8
ENSMUST00000166241.2	Slitrk2
ENSMUST00000166381.3	Cdr1
ENSMUST00000166440.2	Gemin8
ENSMUST00000166444.8	Pwwp3b
ENSMUST00000166478.8	Morf4l2
ENSMUST00000166518.8	Ssr4
ENSMUST00000166554.2	Gprasp1
ENSMUST00000166688.2	Arr3
ENSMUST00000166689.2	Tsr2
ENSMUST00000166930.8	Morf4l2
ENSMUST00000167154.2	Tent5d
ENSMUST00000167210.2	Gm14569
ENSMUST00000167246.2	Pja1
ENSMUST00000167328.2	Magea9-ps
ENSMUST00000167438.2	Gm6121
ENSMUST00000167446.8	Fancb
ENSMUST00000167659.8	Enox2
ENSMUST00000167664.2	Morc4
ENSMUST00000167673.2	P2ry10b
ENSMUST00000167828.2	Slc6a8
ENSMUST00000167944.8	Pcdh19
ENSMUST00000168002.3	Gm5168
ENSMUST00000168144.3	6030498E09Rik
ENSMUST00000168174.9	Tbx22
ENSMUST00000168264.2	Armcx2
ENSMUST00000168403.2	Tbx22
ENSMUST00000168501.8	Phf8
ENSMUST00000168613.8	Maob
ENSMUST00000168724.2	Adgrg4
ENSMUST00000168764.8	Slc6a8
ENSMUST00000168786.9	Iqsec2
ENSMUST00000168831.8	Slc6a8
ENSMUST00000169006.3	Gm16430
ENSMUST00000169247.3	Gm16405
ENSMUST00000169396.3	Gm14819
ENSMUST00000169418.8	Morf4l2
ENSMUST00000169450.8	Tro
ENSMUST00000169457.2	Rpl36a
ENSMUST00000169499.2	Gm14569
ENSMUST00000169540.8	Magea5
ENSMUST00000169594.9	Usp9x
ENSMUST00000169886.8	Pwwp3b
ENSMUST00000170096.8	Prrg3
ENSMUST00000170236.2	Ptchd1
ENSMUST00000170574.8	Slc6a8
ENSMUST00000170594.8	Klhl15
ENSMUST00000170614.8	Slc6a8
ENSMUST00000170643.4	Rhox9
ENSMUST00000170671.8	Pwwp3b
ENSMUST00000170828.2	Rpl36a
ENSMUST00000170885.2	Cybb
ENSMUST00000171398.2	Slc6a8
ENSMUST00000171714.3	Srsx
ENSMUST00000171738.2	Slc25a53
ENSMUST00000171775.2	Tro
ENSMUST00000171837.2	Slc16a2
ENSMUST00000171896.2	Morc4
ENSMUST00000171902.3	Gm8817
ENSMUST00000171933.8	Mtm1
ENSMUST00000171953.8	Tmem47
ENSMUST00000172020.8	Tbc1d25
ENSMUST00000172023.8	Rpl36a
ENSMUST00000172155.2	Mageb11
ENSMUST00000172330.3	Pak3
ENSMUST00000172366.2	Morc4
ENSMUST00000172476.2	Rhox4d
ENSMUST00000172682.8	Tbx22
ENSMUST00000172709.8	Xlr3a
ENSMUST00000172779.2	Cldn2
ENSMUST00000172938.2	Xlr3a
ENSMUST00000173100.2	Ppp1r2-ps9
ENSMUST00000173143.2	Maob
ENSMUST00000173214.2	Rhox4c
ENSMUST00000173298.2	Rhox4a
ENSMUST00000173473.8	Xlr3a
ENSMUST00000173574.2	Rhox2c
ENSMUST00000173650.2	Rhox2a
ENSMUST00000173742.2	Xlr3a
ENSMUST00000173804.8	Gprasp2
ENSMUST00000173852.2	Ppp1r2-ps9
ENSMUST00000173996.8	Tmem29
ENSMUST00000174091.2	Sytl4
ENSMUST00000174100.2	Gm20455
ENSMUST00000174162.2	Xlr3a
ENSMUST00000174390.2	Plac1
ENSMUST00000174542.2	Sytl4
ENSMUST00000174762.8	Usp9x
ENSMUST00000175046.3	Mmgt1
ENSMUST00000175166.3	Irak1
ENSMUST00000175315.5	Gm24812
ENSMUST00000175318.5	Gm24809
ENSMUST00000175431.3	Cstf2
ENSMUST00000175478.3	Huwe1
ENSMUST00000175636.2	Arhgef6
ENSMUST00000175825.2	A230072E10Rik
ENSMUST00000175900.2	Arhgef6
ENSMUST00000175942.8	A230072E10Rik
ENSMUST00000176221.2	Mospd2
ENSMUST00000176453.8	Tafazzin
ENSMUST00000176638.8	Fundc1
ENSMUST00000176641.2	Tspan6
ENSMUST00000176662.2	A230072E10Rik
ENSMUST00000176718.8	Tspan6
ENSMUST00000176986.8	Arhgef6
ENSMUST00000177213.8	Fundc1
ENSMUST00000177468.2	Tspan6
ENSMUST00000177554.2	Ott
ENSMUST00000177566.2	Gm10487
ENSMUST00000177584.2	Gm8320
ENSMUST00000177606.8	Ott
ENSMUST00000177664.2	Gm7438
ENSMUST00000177680.2	Gm15257
ENSMUST00000177683.2	Astx4a
ENSMUST00000177710.2	Slc25a14
ENSMUST00000177724.2	Astx1c
ENSMUST00000177738.8	Rbm10
ENSMUST00000177739.2	Gm16404
ENSMUST00000177740.2	Spin2h
ENSMUST00000177748.2	Tspyl2
ENSMUST00000177750.2	Gm15252
ENSMUST00000177780.8	Phf6
ENSMUST00000177793.2	Gm15256
ENSMUST00000177904.8	Prrg1
ENSMUST00000177912.2	Btbd35f13
ENSMUST00000177917.2	Gm14632
ENSMUST00000177926.3	H2al1h
ENSMUST00000177947.2	Gm15251
ENSMUST00000177994.8	Gm5645
ENSMUST00000178014.2	Gm7408
ENSMUST00000178020.2	Gm7386
ENSMUST00000178080.3	Btbd35f24
ENSMUST00000178085.8	Magec2
ENSMUST00000178143.2	Btbd35f27
ENSMUST00000178144.2	Gm17522
ENSMUST00000178145.8	Gm16430
ENSMUST00000178147.3	ENSMUSG00000121769
ENSMUST00000178152.2	Gm10058
ENSMUST00000178160.3	Gm379
ENSMUST00000178165.2	Tspyl2
ENSMUST00000178169.2	Gm15085
ENSMUST00000178170.2	Gm3657
ENSMUST00000178172.2	Rps12-ps21
ENSMUST00000178180.2	Gm15143
ENSMUST00000178196.3	H2al1k
ENSMUST00000178205.2	Gm7415
ENSMUST00000178233.2	Trpc5os
ENSMUST00000178255.2	Gm7958
ENSMUST00000178293.9	Usp27x
ENSMUST00000178342.8	Samt1
ENSMUST00000178352.2	Gm14357
ENSMUST00000178365.2	Rps12-ps13
ENSMUST00000178371.2	Gm8303
ENSMUST00000178390.2	Astx4c
ENSMUST00000178425.2	Spin2g
ENSMUST00000178427.2	Rps12-ps11
ENSMUST00000178433.2	Gm8331
ENSMUST00000178459.3	Spin2h
ENSMUST00000178488.2	Gm14996
ENSMUST00000178516.3	4930453H23Rik
ENSMUST00000178547.2	Gm14361
ENSMUST00000178553.2	Gm17467
ENSMUST00000178585.2	Gm15084
ENSMUST00000178589.2	Gm7398
ENSMUST00000178595.2	H2al1d
ENSMUST00000178608.2	Astx1b
ENSMUST00000178621.2	Btbd35f10
ENSMUST00000178632.8	Bex3
ENSMUST00000178672.2	Gm10096
ENSMUST00000178680.2	Gm7391
ENSMUST00000178691.2	Ubl4a
ENSMUST00000178693.5	Asmt
ENSMUST00000178698.2	Samt1
ENSMUST00000178745.2	Gm10230
ENSMUST00000178747.3	Btbd35f5
ENSMUST00000178806.2	H2al1c
ENSMUST00000178818.2	Gm15101
ENSMUST00000178827.3	Btbd35f12
ENSMUST00000178833.2	Gm15128
ENSMUST00000178838.2	Gpr174
ENSMUST00000178856.2	Gm6228
ENSMUST00000178950.2	Magea2
ENSMUST00000178966.2	Gm10147
ENSMUST00000178968.2	Gm8346
ENSMUST00000178979.2	H2al1e
ENSMUST00000178986.2	Gm5935
ENSMUST00000179004.2	H2al1f
ENSMUST00000179014.2	Phf6
ENSMUST00000179020.2	Rps12-ps12
ENSMUST00000179021.2	Gm15093
ENSMUST00000179028.3	Gm21870
ENSMUST00000179062.8	Mbtps2
ENSMUST00000179067.2	Rps12-ps17
ENSMUST00000179096.3	Cypt14-ps
ENSMUST00000179135.2	Astx2
ENSMUST00000179149.2	Gm6660
ENSMUST00000179156.2	Gm5947
ENSMUST00000179183.2	Gm14348
ENSMUST00000179232.2	Gm7375
ENSMUST00000179239.2	Rps12-ps6
ENSMUST00000179261.2	Gm17412
ENSMUST00000179300.2	Gm14527
ENSMUST00000179325.2	Btbd35f20
ENSMUST00000179348.8	Ott
ENSMUST00000179356.2	Rps12-ps14
ENSMUST00000179359.2	Astx4b
ENSMUST00000179369.2	Samt1b
ENSMUST00000179382.2	Rps12-ps22
ENSMUST00000179402.2	Gm15260
ENSMUST00000179414.2	Rps12-ps23
ENSMUST00000179420.2	Rps12-ps18
ENSMUST00000179437.2	Gm14992
ENSMUST00000179466.2	Btbd35f6
ENSMUST00000179529.2	Astx1a
ENSMUST00000179532.2	Btbd35f29
ENSMUST00000179567.2	Rps12-ps15
ENSMUST00000179597.2	Gm5645
ENSMUST00000179600.8	Xlr5a
ENSMUST00000179626.3	Rhox5
ENSMUST00000179633.2	Gm7950
ENSMUST00000179723.2	Astx5
ENSMUST00000179788.2	Cfap47
ENSMUST00000179832.8	Hsf3
ENSMUST00000179833.2	Gm15099
ENSMUST00000179859.2	H2al1g
ENSMUST00000179874.2	Gm4836
ENSMUST00000179915.4	Rhox4a2
ENSMUST00000179916.2	Gm17577
ENSMUST00000179938.2	Gm2759
ENSMUST00000179940.2	Gm3681
ENSMUST00000179953.2	Pramel3b
ENSMUST00000179991.3	Btbd35f2
ENSMUST00000180025.8	Bhlhb9
ENSMUST00000180064.2	Gm6221
ENSMUST00000180109.2	Gm14598
ENSMUST00000180150.8	Gm16405
ENSMUST00000180182.2	P2ry10b
ENSMUST00000180198.2	Pramel3c
ENSMUST00000180207.8	Gm10096
ENSMUST00000180230.8	Ikbkg
ENSMUST00000180231.2	Gm14625
ENSMUST00000180251.9	Erdr1x
ENSMUST00000180268.2	Gm14596
ENSMUST00000180281.2	Astx6
ENSMUST00000180319.2	Gm6113
ENSMUST00000180322.2	Tceanc
ENSMUST00000180335.2	Gm14595
ENSMUST00000180344.8	Gm10487
ENSMUST00000180357.2	Gm15100
ENSMUST00000180592.3	Gm26652
ENSMUST00000180787.3	Pnma6e
ENSMUST00000181020.10	Jpx
ENSMUST00000181123.2	Gm26618
ENSMUST00000181581.2	Gm2155
ENSMUST00000181635.8	Kantr
ENSMUST00000181672.2	Gm26652
ENSMUST00000181889.2	Gm26726
ENSMUST00000181987.8	Arhgef9
ENSMUST00000181996.2	Gm26952
