PacBio_Accession	Genename_from_GTF	Genename_from_FASTA	ENSG_from_GC	PacBio_Descr_from_GTF	In_GTF	In_FASTA
ENSMUST00000045756.14	S100a10	S100a10	ENSMUSG00000041959	S100a10|ENSMUST00000045756.14|nan	yes	yes
ENSMUST00000073890.4	Krt33b	Krt33b	ENSMUSG00000057723	Krt33b|ENSMUST00000073890.4|nan	yes	yes
ENSMUST00000025482.10	Atp8b1	Atp8b1	ENSMUSG00000039529	Atp8b1|ENSMUST00000025482.10|nan	yes	yes
ENSMUST00000110677.8	Smurf1	Smurf1	ENSMUSG00000038780	Smurf1|ENSMUST00000110677.8|nan	yes	yes
ENSMUST00000094056.12	Rabl2	Rabl2	ENSMUSG00000022621	Rabl2|ENSMUST00000094056.12|nan	yes	yes
ENSMUST00000207675.2	Wdr45	Wdr45	ENSMUSG00000039382	Wdr45|ENSMUST00000207675.2|nan	yes	yes
ENSMUST00000109235.8	Stau1	Stau1	ENSMUSG00000039536	Stau1|ENSMUST00000109235.8|nan	yes	yes
ENSMUST00000080415.11	Cabyr	Cabyr	ENSMUSG00000024430	Cabyr|ENSMUST00000080415.11|nan	yes	yes
ENSMUST00000113542.9	Scfd2	Scfd2	ENSMUSG00000062110	Scfd2|ENSMUST00000113542.9|nan	yes	yes
ENSMUST00000061284.4	Or56a5	Or56a5	ENSMUSG00000044120	Or56a5|ENSMUST00000061284.4|nan	yes	yes
ENSMUST00000133248.8	Cmas	Cmas	ENSMUSG00000030282	Cmas|ENSMUST00000133248.8|nan	yes	yes
ENSMUST00000171923.8	Ulk4	Ulk4	ENSMUSG00000040936	Ulk4|ENSMUST00000171923.8|nan	yes	yes
ENSMUST00000204592.3	Cct7	Cct7	ENSMUSG00000030007	Cct7|ENSMUST00000204592.3|nan	yes	yes
ENSMUST00000034803.10	Zw10	Zw10	ENSMUSG00000032264	Zw10|ENSMUST00000034803.10|nan	yes	yes
ENSMUST00000106855.2	Mier1	Mier1	ENSMUSG00000028522	Mier1|ENSMUST00000106855.2|nan	yes	yes
ENSMUST00000025208.7	Dnajc18	Dnajc18	ENSMUSG00000024350	Dnajc18|ENSMUST00000025208.7|nan	yes	yes
ENSMUST00000189361.2	Ppfia4	Ppfia4	ENSMUSG00000026458	Ppfia4|ENSMUST00000189361.2|nan	yes	yes
ENSMUST00000107435.8	Zbtb7b	Zbtb7b	ENSMUSG00000028042	Zbtb7b|ENSMUST00000107435.8|nan	yes	yes
ENSMUST00000050937.7	Timd6	Timd6	ENSMUSG00000046974	Timd6|ENSMUST00000050937.7|nan	yes	yes
ENSMUST00000021166.6	Cygb	Cygb	ENSMUSG00000020810	Cygb|ENSMUST00000021166.6|nan	yes	yes
ENSMUST00000151978.2	Kremen1	Kremen1	ENSMUSG00000020393	Kremen1|ENSMUST00000151978.2|nan	yes	yes
ENSMUST00000164375.4	Zyx	Zyx	ENSMUSG00000029860	Zyx|ENSMUST00000164375.4|nan	yes	yes
ENSMUST00000025311.8	Pcdh12	Pcdh12	ENSMUSG00000024440	Pcdh12|ENSMUST00000025311.8|nan	yes	yes
ENSMUST00000216868.2	Or2ag13	Or2ag13	ENSMUSG00000108948	Or2ag13|ENSMUST00000216868.2|nan	yes	yes
ENSMUST00000115375.8	Rbm10	Rbm10	ENSMUSG00000031060	Rbm10|ENSMUST00000115375.8|nan	yes	yes
ENSMUST00000109716.9	Necab3	Necab3	ENSMUSG00000027489	Necab3|ENSMUST00000109716.9|nan	yes	yes
ENSMUST00000211626.2	Chmp2a	Chmp2a	ENSMUSG00000033916	Chmp2a|ENSMUST00000211626.2|nan	yes	yes
ENSMUST00000035565.5	Pkd1	Pkd1	ENSMUSG00000032855	Pkd1|ENSMUST00000035565.5|nan	yes	yes
ENSMUST00000049972.6	Scg2	Scg2	ENSMUSG00000050711	Scg2|ENSMUST00000049972.6|nan	yes	yes
ENSMUST00000064656.8	Zfp365	Zfp365	ENSMUSG00000037855	Zfp365|ENSMUST00000064656.8|nan	yes	yes
ENSMUST00000174629.2	Jakmip1	Jakmip1	ENSMUSG00000063646	Jakmip1|ENSMUST00000174629.2|nan	yes	yes
ENSMUST00000051594.12	Depdc1b	Depdc1b	ENSMUSG00000021697	Depdc1b|ENSMUST00000051594.12|nan	yes	yes
ENSMUST00000225286.2	Dcp1a	Dcp1a	ENSMUSG00000021962	Dcp1a|ENSMUST00000225286.2|nan	yes	yes
ENSMUST00000115331.10	Prkcsh	Prkcsh	ENSMUSG00000003402	Prkcsh|ENSMUST00000115331.10|nan	yes	yes
ENSMUST00000076226.13	Herc2	Herc2	ENSMUSG00000030451	Herc2|ENSMUST00000076226.13|nan	yes	yes
ENSMUST00000216511.2	Rnf26	Rnf26	ENSMUSG00000053128	Rnf26|ENSMUST00000216511.2|nan	yes	yes
ENSMUST00000065894.7	Slc51b	Slc51b	ENSMUSG00000053862	Slc51b|ENSMUST00000065894.7|nan	yes	yes
ENSMUST00000114174.3	Cyyr1	Cyyr1	ENSMUSG00000041134	Cyyr1|ENSMUST00000114174.3|nan	yes	yes
ENSMUST00000183120.4	Ntn5	Ntn5	ENSMUSG00000070564	Ntn5|ENSMUST00000183120.4|nan	yes	yes
ENSMUST00000169105.8	Myo18a	Myo18a	ENSMUSG00000000631	Myo18a|ENSMUST00000169105.8|nan	yes	yes
ENSMUST00000043160.13	Aqr	Aqr	ENSMUSG00000040383	Aqr|ENSMUST00000043160.13|nan	yes	yes
ENSMUST00000170780.2	Vmn1r57	Vmn1r57	ENSMUSG00000091652	Vmn1r57|ENSMUST00000170780.2|nan	yes	yes
ENSMUST00000115210.2	Rhox1	Rhox1	ENSMUSG00000071773	Rhox1|ENSMUST00000115210.2|nan	yes	yes
ENSMUST00000021052.16	Smarcd2	Smarcd2	ENSMUSG00000078619	Smarcd2|ENSMUST00000021052.16|nan	yes	yes
ENSMUST00000001497.9	Cideb	Cideb	ENSMUSG00000022219	Cideb|ENSMUST00000001497.9|nan	yes	yes
ENSMUST00000151547.3	Lgals4	Lgals4	ENSMUSG00000053964	Lgals4|ENSMUST00000151547.3|nan	yes	yes
ENSMUST00000114113.3	Zbtb49	Zbtb49	ENSMUSG00000029127	Zbtb49|ENSMUST00000114113.3|nan	yes	yes
ENSMUST00000235648.2	Wdr7	Wdr7	ENSMUSG00000040560	Wdr7|ENSMUST00000235648.2|nan	yes	yes
ENSMUST00000210207.2	Slc6a21	Slc6a21	ENSMUSG00000070568	Slc6a21|ENSMUST00000210207.2|nan	yes	yes
ENSMUST00000205626.2	Kcnn4	Kcnn4	ENSMUSG00000054342	Kcnn4|ENSMUST00000205626.2|nan	yes	yes
ENSMUST00000151999.9	Mroh5	Mroh5	ENSMUSG00000072487	Mroh5|ENSMUST00000151999.9|nan	yes	yes
ENSMUST00000103197.5	Nol9	Nol9	ENSMUSG00000028948	Nol9|ENSMUST00000103197.5|nan	yes	yes
ENSMUST00000222570.2	Prxl2c	Prxl2c	ENSMUSG00000021482	Prxl2c|ENSMUST00000222570.2|nan	yes	yes
ENSMUST00000052712.6	Tgs1	Tgs1	ENSMUSG00000028233	Tgs1|ENSMUST00000052712.6|nan	yes	yes
ENSMUST00000100219.5	Dolk	Dolk	ENSMUSG00000075419	Dolk|ENSMUST00000100219.5|nan	yes	yes
ENSMUST00000081399.4	Klk1b9	Klk1b9	ENSMUSG00000059042	Klk1b9|ENSMUST00000081399.4|nan	yes	yes
ENSMUST00000235960.2	Matr3	Matr3	ENSMUSG00000037236	Matr3|ENSMUST00000235960.2|nan	yes	yes
ENSMUST00000003386.7	Mrpl4	Mrpl4	ENSMUSG00000003299	Mrpl4|ENSMUST00000003386.7|nan	yes	yes
ENSMUST00000205501.2	Gm30191	Gm30191	ENSMUSG00000108398	Gm30191|ENSMUST00000205501.2|nan	yes	yes
ENSMUST00000076730.8	Gm1123	Gm1123	ENSMUSG00000044860	Gm1123|ENSMUST00000076730.8|nan	yes	yes
ENSMUST00000109424.4	Wnt7b	Wnt7b	ENSMUSG00000022382	Wnt7b|ENSMUST00000109424.4|nan	yes	yes
ENSMUST00000064582.6	Or7g32	Or7g32	ENSMUSG00000052625	Or7g32|ENSMUST00000064582.6|nan	yes	yes
ENSMUST00000017961.11	Jph2	Jph2	ENSMUSG00000017817	Jph2|ENSMUST00000017961.11|nan	yes	yes
ENSMUST00000109370.2	Svs3a	Svs3a	ENSMUSG00000017003	Svs3a|ENSMUST00000109370.2|nan	yes	yes
ENSMUST00000224198.3	Cacna1d	Cacna1d	ENSMUSG00000015968	Cacna1d|ENSMUST00000224198.3|nan	yes	yes
ENSMUST00000182946.8	Polq	Polq	ENSMUSG00000034206	Polq|ENSMUST00000182946.8|nan	yes	yes
ENSMUST00000107340.2	S100a1	S100a1	ENSMUSG00000044080	S100a1|ENSMUST00000107340.2|nan	yes	yes
ENSMUST00000108081.9	Ggnbp2	Ggnbp2	ENSMUSG00000020530	Ggnbp2|ENSMUST00000108081.9|nan	yes	yes
ENSMUST00000056045.5	Fam185a	Fam185a	ENSMUSG00000047221	Fam185a|ENSMUST00000056045.5|nan	yes	yes
ENSMUST00000128120.2	Adgrv1	Adgrv1	ENSMUSG00000069170	Adgrv1|ENSMUST00000128120.2|nan	yes	yes
ENSMUST00000034896.13	Mto1	Mto1	ENSMUSG00000032342	Mto1|ENSMUST00000034896.13|nan	yes	yes
ENSMUST00000033739.5	Car5b	Car5b	ENSMUSG00000031373	Car5b|ENSMUST00000033739.5|nan	yes	yes
ENSMUST00000105534.10	Aig1	Aig1	ENSMUSG00000019806	Aig1|ENSMUST00000105534.10|nan	yes	yes
ENSMUST00000096301.5	Rtl4	Rtl4	ENSMUSG00000071679	Rtl4|ENSMUST00000096301.5|nan	yes	yes
ENSMUST00000097425.10	Fndc1	Fndc1	ENSMUSG00000071984	Fndc1|ENSMUST00000097425.10|nan	yes	yes
ENSMUST00000226050.2	Rad17	Rad17	ENSMUSG00000021635	Rad17|ENSMUST00000226050.2|nan	yes	yes
ENSMUST00000099659.3	Pin1rt1	Pin1rt1	ENSMUSG00000074997	Pin1rt1|ENSMUST00000099659.3|nan	yes	yes
ENSMUST00000025563.8	Fth1	Fth1	ENSMUSG00000024661	Fth1|ENSMUST00000025563.8|nan	yes	yes
ENSMUST00000020856.6	Bzw2	Bzw2	ENSMUSG00000020547	Bzw2|ENSMUST00000020856.6|nan	yes	yes
ENSMUST00000068233.11	Kcnmb4	Kcnmb4	ENSMUSG00000054934	Kcnmb4|ENSMUST00000068233.11|nan	yes	yes
ENSMUST00000203241.2	Ghrhr	Ghrhr	ENSMUSG00000004654	Ghrhr|ENSMUST00000203241.2|nan	yes	yes
ENSMUST00000079924.8	Btbd9	Btbd9	ENSMUSG00000062202	Btbd9|ENSMUST00000079924.8|nan	yes	yes
ENSMUST00000097785.10	Dst	Dst	ENSMUSG00000026131	Dst|ENSMUST00000097785.10|nan	yes	yes
ENSMUST00000109375.4	Elmo3	Elmo3	ENSMUSG00000014791	Elmo3|ENSMUST00000109375.4|nan	yes	yes
ENSMUST00000123724.8	Gtsf1	Gtsf1	ENSMUSG00000022487	Gtsf1|ENSMUST00000123724.8|nan	yes	yes
ENSMUST00000031726.15	Gnb2	Gnb2	ENSMUSG00000029713	Gnb2|ENSMUST00000031726.15|nan	yes	yes
ENSMUST00000115662.9	Pcdha2	Pcdha2	ENSMUSG00000104148	Pcdha2|ENSMUST00000115662.9|nan	yes	yes
ENSMUST00000010251.11	Slc22a8	Slc22a8	ENSMUSG00000063796	Slc22a8|ENSMUST00000010251.11|nan	yes	yes
ENSMUST00000029625.8	Sfrp2	Sfrp2	ENSMUSG00000027996	Sfrp2|ENSMUST00000029625.8|nan	yes	yes
ENSMUST00000086046.10	Nipsnap2	Nipsnap2	ENSMUSG00000029432	Nipsnap2|ENSMUST00000086046.10|nan	yes	yes
ENSMUST00000064991.13	Scmh1	Scmh1	ENSMUSG00000000085	Scmh1|ENSMUST00000064991.13|nan	yes	yes
ENSMUST00000238728.2	Spin2e	Spin2e	ENSMUSG00000096645	Spin2e|ENSMUST00000238728.2|nan	yes	yes
ENSMUST00000231436.2	Smpd4	Smpd4	ENSMUSG00000005899	Smpd4|ENSMUST00000231436.2|nan	yes	yes
ENSMUST00000164774.8	Tubgcp3	Tubgcp3	ENSMUSG00000000759	Tubgcp3|ENSMUST00000164774.8|nan	yes	yes
ENSMUST00000094666.4	Tmem200b	Tmem200b	ENSMUSG00000070720	Tmem200b|ENSMUST00000094666.4|nan	yes	yes
ENSMUST00000060798.6	Unc119b	Unc119b	ENSMUSG00000046562	Unc119b|ENSMUST00000060798.6|nan	yes	yes
ENSMUST00000037286.12	C1ql2	C1ql2	ENSMUSG00000036907	C1ql2|ENSMUST00000037286.12|nan	yes	yes
ENSMUST00000220107.2	Llph	Llph	ENSMUSG00000020224	Llph|ENSMUST00000220107.2|nan	yes	yes
ENSMUST00000028842.9	Usp50	Usp50	ENSMUSG00000027364	Usp50|ENSMUST00000028842.9|nan	yes	yes
ENSMUST00000114268.5	Snca	Snca	ENSMUSG00000025889	Snca|ENSMUST00000114268.5|nan	yes	yes
ENSMUST00000234700.2	Crim1	Crim1	ENSMUSG00000024074	Crim1|ENSMUST00000234700.2|nan	yes	yes
ENSMUST00000113558.8	Dcun1d4	Dcun1d4	ENSMUSG00000051674	Dcun1d4|ENSMUST00000113558.8|nan	yes	yes
ENSMUST00000056635.13	Rlf	Rlf	ENSMUSG00000049878	Rlf|ENSMUST00000056635.13|nan	yes	yes
ENSMUST00000114822.2	Mkrn1	Mkrn1	ENSMUSG00000029922	Mkrn1|ENSMUST00000114822.2|nan	yes	yes
ENSMUST00000108859.8	Arfgap1	Arfgap1	ENSMUSG00000027575	Arfgap1|ENSMUST00000108859.8|nan	yes	yes
ENSMUST00000085513.6	Uri1	Uri1	ENSMUSG00000030421	Uri1|ENSMUST00000085513.6|nan	yes	yes
ENSMUST00000052668.2	Or2o1	Or2o1	ENSMUSG00000048378	Or2o1|ENSMUST00000052668.2|nan	yes	yes
ENSMUST00000016571.8	Ndufa1	Ndufa1	ENSMUSG00000016427	Ndufa1|ENSMUST00000016571.8|nan	yes	yes
ENSMUST00000218471.2	Col6a4	Col6a4	ENSMUSG00000032572	Col6a4|ENSMUST00000218471.2|nan	yes	yes
ENSMUST00000144742.6	Cenpa	Cenpa	ENSMUSG00000029177	Cenpa|ENSMUST00000144742.6|nan	yes	yes
ENSMUST00000105500.8	Snx3	Snx3	ENSMUSG00000019804	Snx3|ENSMUST00000105500.8|nan	yes	yes
ENSMUST00000121085.8	Plekhg2	Plekhg2	ENSMUSG00000037552	Plekhg2|ENSMUST00000121085.8|nan	yes	yes
ENSMUST00000035612.7	Ccar2	Ccar2	ENSMUSG00000033712	Ccar2|ENSMUST00000035612.7|nan	yes	yes
ENSMUST00000049424.11	Wdr74	Wdr74	ENSMUSG00000042729	Wdr74|ENSMUST00000049424.11|nan	yes	yes
ENSMUST00000110297.10	Oxr1	Oxr1	ENSMUSG00000022307	Oxr1|ENSMUST00000110297.10|nan	yes	yes
ENSMUST00000033671.13	Rps6ka3	Rps6ka3	ENSMUSG00000031309	Rps6ka3|ENSMUST00000033671.13|nan	yes	yes
ENSMUST00000054327.3	Efcab9	Efcab9	ENSMUSG00000044056	Efcab9|ENSMUST00000054327.3|nan	yes	yes
ENSMUST00000168106.8	Anp32e	Anp32e	ENSMUSG00000015749	Anp32e|ENSMUST00000168106.8|nan	yes	yes
ENSMUST00000019572.9	Zfp874b	Zfp874b	ENSMUSG00000059839	Zfp874b|ENSMUST00000019572.9|nan	yes	yes
ENSMUST00000177408.2	Cenps	Cenps	ENSMUSG00000073705	Cenps|ENSMUST00000177408.2|nan	yes	yes
ENSMUST00000051097.6	Prss50	Prss50	ENSMUSG00000048752	Prss50|ENSMUST00000051097.6|nan	yes	yes
ENSMUST00000208455.3	Or5h25	Or5h25	ENSMUSG00000060057	Or5h25|ENSMUST00000208455.3|nan	yes	yes
ENSMUST00000024783.9	Bysl	Bysl	ENSMUSG00000023988	Bysl|ENSMUST00000024783.9|nan	yes	yes
ENSMUST00000072265.3	Or14j10	Or14j10	ENSMUSG00000061336	Or14j10|ENSMUST00000072265.3|nan	yes	yes
ENSMUST00000206194.2	Mcee	Mcee	ENSMUSG00000033429	Mcee|ENSMUST00000206194.2|nan	yes	yes
ENSMUST00000231085.2	Pcbp2	Pcbp2	ENSMUSG00000056851	Pcbp2|ENSMUST00000231085.2|nan	yes	yes
ENSMUST00000028465.14	P2rx3	P2rx3	ENSMUSG00000027071	P2rx3|ENSMUST00000028465.14|nan	yes	yes
ENSMUST00000182363.8	Osbpl10	Osbpl10	ENSMUSG00000040875	Osbpl10|ENSMUST00000182363.8|nan	yes	yes
ENSMUST00000194746.6	Rpl31	Rpl31	ENSMUSG00000073702	Rpl31|ENSMUST00000194746.6|nan	yes	yes
ENSMUST00000209617.2	Lmtk3	Lmtk3	ENSMUSG00000062044	Lmtk3|ENSMUST00000209617.2|nan	yes	yes
ENSMUST00000176195.8	Tdg	Tdg	ENSMUSG00000034674	Tdg|ENSMUST00000176195.8|nan	yes	yes
ENSMUST00000086978.12	Cdkl2	Cdkl2	ENSMUSG00000029403	Cdkl2|ENSMUST00000086978.12|nan	yes	yes
ENSMUST00000163085.8	Pcmt1	Pcmt1	ENSMUSG00000019795	Pcmt1|ENSMUST00000163085.8|nan	yes	yes
ENSMUST00000026325.2	4933436I01Rik	4933436I01Rik	ENSMUSG00000025288	4933436I01Rik|ENSMUST00000026325.2|nan	yes	yes
ENSMUST00000030393.13	P3h1	P3h1	ENSMUSG00000028641	P3h1|ENSMUST00000030393.13|nan	yes	yes
ENSMUST00000249296.1	Gm28102	Gm28102	ENSMUSG00000101915	Gm28102|ENSMUST00000249296.1|nan	yes	yes
ENSMUST00000190544.7	Dhx9	Dhx9	ENSMUSG00000042699	Dhx9|ENSMUST00000190544.7|nan	yes	yes
ENSMUST00000035301.7	Atp6v1g1	Atp6v1g1	ENSMUSG00000039105	Atp6v1g1|ENSMUST00000035301.7|nan	yes	yes
ENSMUST00000137846.8	Epb41	Epb41	ENSMUSG00000028906	Epb41|ENSMUST00000137846.8|nan	yes	yes
ENSMUST00000113328.9	Foxp1	Foxp1	ENSMUSG00000030067	Foxp1|ENSMUST00000113328.9|nan	yes	yes
ENSMUST00000212100.2	Iqsec1	Iqsec1	ENSMUSG00000034312	Iqsec1|ENSMUST00000212100.2|nan	yes	yes
ENSMUST00000054895.4	Ssc4d	Ssc4d	ENSMUSG00000029699	Ssc4d|ENSMUST00000054895.4|nan	yes	yes
ENSMUST00000052558.4	Or5an1b	Or5an1b	ENSMUSG00000096436	Or5an1b|ENSMUST00000052558.4|nan	yes	yes
ENSMUST00000010239.6	Slc3a2	Slc3a2	ENSMUSG00000010095	Slc3a2|ENSMUST00000010239.6|nan	yes	yes
ENSMUST00000238528.2	Btbd35f22	Btbd35f22	ENSMUSG00000118402	Btbd35f22|ENSMUST00000238528.2|nan	yes	yes
ENSMUST00000204680.2	Etfbl	Etfbl	ENSMUSG00000107482	Etfbl|ENSMUST00000204680.2|nan	yes	yes
ENSMUST00000166020.8	Sbf2	Sbf2	ENSMUSG00000038371	Sbf2|ENSMUST00000166020.8|nan	yes	yes
ENSMUST00000061516.8	Fpr1	Fpr1	ENSMUSG00000045551	Fpr1|ENSMUST00000061516.8|nan	yes	yes
ENSMUST00000209718.3	Tincr	Tincr	ENSMUSG00000110218	Tincr|ENSMUST00000209718.3|nan	yes	yes
ENSMUST00000091314.11	Pde7a	Pde7a	ENSMUSG00000069094	Pde7a|ENSMUST00000091314.11|nan	yes	yes
ENSMUST00000033333.13	Tmem9b	Tmem9b	ENSMUSG00000031021	Tmem9b|ENSMUST00000033333.13|nan	yes	yes
ENSMUST00000113093.5	Cxcl9	Cxcl9	ENSMUSG00000029417	Cxcl9|ENSMUST00000113093.5|nan	yes	yes
ENSMUST00000047061.13	Ank3	Ank3	ENSMUSG00000069601	Ank3|ENSMUST00000047061.13|nan	yes	yes
ENSMUST00000180430.2	Ksr2	Ksr2	ENSMUSG00000061578	Ksr2|ENSMUST00000180430.2|nan	yes	yes
ENSMUST00000020683.10	Hus1	Hus1	ENSMUSG00000020413	Hus1|ENSMUST00000020683.10|nan	yes	yes
ENSMUST00000024802.10	Ppil1	Ppil1	ENSMUSG00000024007	Ppil1|ENSMUST00000024802.10|nan	yes	yes
ENSMUST00000061071.13	Plppr4	Plppr4	ENSMUSG00000044667	Plppr4|ENSMUST00000061071.13|nan	yes	yes
ENSMUST00000113139.2	Ugt1a8	Ugt1a8	ENSMUSG00000089675	Ugt1a8|ENSMUST00000113139.2|nan	yes	yes
ENSMUST00000002418.15	Borcs8	Borcs8	ENSMUSG00000002345	Borcs8|ENSMUST00000002418.15|nan	yes	yes
ENSMUST00000033473.12	Fgf13	Fgf13	ENSMUSG00000031137	Fgf13|ENSMUST00000033473.12|nan	yes	yes
ENSMUST00000080204.11	Sp140	Sp140	ENSMUSG00000070031	Sp140|ENSMUST00000080204.11|nan	yes	yes
ENSMUST00000021950.15	Dbn1	Dbn1	ENSMUSG00000034675	Dbn1|ENSMUST00000021950.15|nan	yes	yes
ENSMUST00000016703.8	H3f3b	H3f3b	ENSMUSG00000016559	H3f3b|ENSMUST00000016703.8|nan	yes	yes
ENSMUST00000169394.2	Slc19a2	Slc19a2	ENSMUSG00000040918	Slc19a2|ENSMUST00000169394.2|nan	yes	yes
ENSMUST00000027367.14	Ctdsp1	Ctdsp1	ENSMUSG00000026176	Ctdsp1|ENSMUST00000027367.14|nan	yes	yes
ENSMUST00000038211.13	Slfn9	Slfn9	ENSMUSG00000069793	Slfn9|ENSMUST00000038211.13|nan	yes	yes
ENSMUST00000107424.2	Rgs3	Rgs3	ENSMUSG00000059810	Rgs3|ENSMUST00000107424.2|nan	yes	yes
ENSMUST00000233283.2	Dlgap1	Dlgap1	ENSMUSG00000003279	Dlgap1|ENSMUST00000233283.2|nan	yes	yes
ENSMUST00000042923.9	Sirt6	Sirt6	ENSMUSG00000034748	Sirt6|ENSMUST00000042923.9|nan	yes	yes
ENSMUST00000182133.8	Birc6	Birc6	ENSMUSG00000024073	Birc6|ENSMUST00000182133.8|nan	yes	yes
ENSMUST00000217678.2	B4galnt1	B4galnt1	ENSMUSG00000006731	B4galnt1|ENSMUST00000217678.2|nan	yes	yes
ENSMUST00000207524.2	Clasrp	Clasrp	ENSMUSG00000061028	Clasrp|ENSMUST00000207524.2|nan	yes	yes
ENSMUST00000044338.5	Arhgap33	Arhgap33	ENSMUSG00000036882	Arhgap33|ENSMUST00000044338.5|nan	yes	yes
ENSMUST00000047954.15	Dtna	Dtna	ENSMUSG00000024302	Dtna|ENSMUST00000047954.15|nan	yes	yes
ENSMUST00000237950.2	Mrpl28	Mrpl28	ENSMUSG00000024181	Mrpl28|ENSMUST00000237950.2|nan	yes	yes
ENSMUST00000190715.7	Cep70	Cep70	ENSMUSG00000056267	Cep70|ENSMUST00000190715.7|nan	yes	yes
ENSMUST00000232758.2	Vmn2r74	Vmn2r74	ENSMUSG00000090774	Vmn2r74|ENSMUST00000232758.2|nan	yes	yes
ENSMUST00000090708.2	Or5w18	Or5w18	ENSMUSG00000068815	Or5w18|ENSMUST00000090708.2|nan	yes	yes
ENSMUST00000168832.2	Zfp202	Zfp202	ENSMUSG00000025602	Zfp202|ENSMUST00000168832.2|nan	yes	yes
ENSMUST00000180829.8	Ccdc136	Ccdc136	ENSMUSG00000029769	Ccdc136|ENSMUST00000180829.8|nan	yes	yes
ENSMUST00000076856.2	Or5b123	Or5b123	ENSMUSG00000094846	Or5b123|ENSMUST00000076856.2|nan	yes	yes
ENSMUST00000115043.8	Fastk	Fastk	ENSMUSG00000028959	Fastk|ENSMUST00000115043.8|nan	yes	yes
ENSMUST00000032762.14	Plin1	Plin1	ENSMUSG00000030546	Plin1|ENSMUST00000032762.14|nan	yes	yes
ENSMUST00000106993.10	Mapt	Mapt	ENSMUSG00000018411	Mapt|ENSMUST00000106993.10|nan	yes	yes
ENSMUST00000003351.13	Grin2c	Grin2c	ENSMUSG00000020734	Grin2c|ENSMUST00000003351.13|nan	yes	yes
ENSMUST00000042470.14	Zkscan2	Zkscan2	ENSMUSG00000030757	Zkscan2|ENSMUST00000042470.14|nan	yes	yes
ENSMUST00000014473.6	Bicc1	Bicc1	ENSMUSG00000014329	Bicc1|ENSMUST00000014473.6|nan	yes	yes
ENSMUST00000029677.9	Zbtb7b	Zbtb7b	ENSMUSG00000028042	Zbtb7b|ENSMUST00000029677.9|nan	yes	yes
ENSMUST00000023289.13	Chkb	Chkb	ENSMUSG00000022617	Chkb|ENSMUST00000023289.13|nan	yes	yes
ENSMUST00000105782.2	Rsc1a1	Rsc1a1	ENSMUSG00000040715	Rsc1a1|ENSMUST00000105782.2|nan	yes	yes
ENSMUST00000217884.2	Tmem19	Tmem19	ENSMUSG00000069520	Tmem19|ENSMUST00000217884.2|nan	yes	yes
ENSMUST00000026073.14	Trub1	Trub1	ENSMUSG00000025086	Trub1|ENSMUST00000026073.14|nan	yes	yes
ENSMUST00000058022.6	Tpcn2	Tpcn2	ENSMUSG00000048677	Tpcn2|ENSMUST00000058022.6|nan	yes	yes
ENSMUST00000207970.2	Camsap3	Camsap3	ENSMUSG00000044433	Camsap3|ENSMUST00000207970.2|nan	yes	yes
ENSMUST00000148934.8	Pank4	Pank4	ENSMUSG00000029056	Pank4|ENSMUST00000148934.8|nan	yes	yes
ENSMUST00000032946.10	Rab6a	Rab6a	ENSMUSG00000030704	Rab6a|ENSMUST00000032946.10|nan	yes	yes
ENSMUST00000053458.7	Fam228b	Fam228b	ENSMUSG00000050545	Fam228b|ENSMUST00000053458.7|nan	yes	yes
ENSMUST00000101513.9	Hycc1	Hycc1	ENSMUSG00000028995	Hycc1|ENSMUST00000101513.9|nan	yes	yes
ENSMUST00000222730.2	E2f3	E2f3	ENSMUSG00000016477	E2f3|ENSMUST00000222730.2|nan	yes	yes
ENSMUST00000150819.3	AI661453	AI661453	ENSMUSG00000034382	AI661453|ENSMUST00000150819.3|nan	yes	yes
ENSMUST00000059231.4	Frat2	Frat2	ENSMUSG00000047604	Frat2|ENSMUST00000059231.4|nan	yes	yes
ENSMUST00000035988.16	Txndc5	Txndc5	ENSMUSG00000038991	Txndc5|ENSMUST00000035988.16|nan	yes	yes
ENSMUST00000053981.6	Eola1	Eola1	ENSMUSG00000045237	Eola1|ENSMUST00000053981.6|nan	yes	yes
ENSMUST00000093380.5	Podnl1	Podnl1	ENSMUSG00000012889	Podnl1|ENSMUST00000093380.5|nan	yes	yes
ENSMUST00000020568.10	Wdpcp	Wdpcp	ENSMUSG00000020319	Wdpcp|ENSMUST00000020568.10|nan	yes	yes
ENSMUST00000058720.13	Rnf214	Rnf214	ENSMUSG00000042790	Rnf214|ENSMUST00000058720.13|nan	yes	yes
ENSMUST00000021056.8	Scn4a	Scn4a	ENSMUSG00000001027	Scn4a|ENSMUST00000021056.8|nan	yes	yes
ENSMUST00000175987.2	Has3	Has3	ENSMUSG00000031910	Has3|ENSMUST00000175987.2|nan	yes	yes
ENSMUST00000062747.6	Klf17	Klf17	ENSMUSG00000048626	Klf17|ENSMUST00000062747.6|nan	yes	yes
ENSMUST00000067150.14	Fgfr3	Fgfr3	ENSMUSG00000054252	Fgfr3|ENSMUST00000067150.14|nan	yes	yes
ENSMUST00000034734.9	Dnaaf4	Dnaaf4	ENSMUSG00000092192	Dnaaf4|ENSMUST00000034734.9|nan	yes	yes
ENSMUST00000041475.16	Myof	Myof	ENSMUSG00000048612	Myof|ENSMUST00000041475.16|nan	yes	yes
ENSMUST00000208022.2	4930438A08Rik	4930438A08Rik	ENSMUSG00000069873	4930438A08Rik|ENSMUST00000208022.2|nan	yes	yes
